,date,ad,ad_type,primed,browser_size,dist,Air Travel,Eyewear,Food and Drinks,Headphones,Men's Fashion,None of the above,None of these products,Soda,TV Shows,Women's Fashion,Do you use ad blocking software on your computer?,How relevant was the ad to you?,Do you generally find that ads are relevant to you?,How important is it to you that ads help you find products you are interested in?,Did the ad you saw help you find a product you are interested in?,Do you think this ad technology can reliably help you find products you are interested in?,Do you have a smart phone?,How often do you make purchases using your mobile phone?,How often do you make purchases using your computer?,What is your age?,What is your gender?,What type of environment do you most identify with?
5656058538229760,2017-02-13 03:14:44.03364 UTC,TV Shows,new,True,"768,928",264.30135807986767,False,False,True,False,False,False,False,False,True,False,Yes,2,3,2,1,3,Yes,Rarely (less than twice a year),Sometimes (every 2-3 months),31-40 years old,Male,Rural
5659118702428160,2017-02-16 01:43:30.67889 UTC,TV Shows,new,True,"1440,703",1123.6406111491303,True,False,True,False,False,False,False,False,True,False,Yes,2,2,1,1,1,Yes,Rarely (less than twice a year),Often (monthly),31-40 years old,Female,Rural
5664248772427776,2017-02-13 02:47:54.17119 UTC,Air Travel,new,True,"1280,685",6214.886931691386,True,False,True,False,False,False,False,False,True,False,Yes,1,3,1,1,3,Yes,Often (monthly),Sometimes (every 2-3 months),25-30 years old,Male,Urban
5664902681198592,2017-02-13 19:47:34.03107 UTC,TV Shows,new,True,"1280,615",2123.0441322183256,True,False,True,False,False,False,False,False,True,False,No,3,3,2,1,4,Yes,Sometimes (every 2-3 months),Often (monthly),25-30 years old,Female,Urban
5670405876482048,2017-02-18 18:54:14.7526 UTC,Air Travel,old,True,"1280,726",3437.885727996178,True,False,False,False,False,False,False,False,False,False,Yes,3,3,3,3,3,Yes,Sometimes (every 2-3 months),Often (monthly),18-24 years old,Female,Urban
5672749318012928,2017-02-13 02:47:17.31108 UTC,TV Shows,old,False,"375,559",0.0,False,False,True,False,False,False,False,False,True,False,No,2,3,2,1,1,Yes,Very often (weekly),Sometimes (every 2-3 months),25-30 years old,Male,Urban
5675267779461120,2017-02-15 17:18:53.83361 UTC,TV Shows,new,False,"1680,895",2761.400762364623,True,False,True,False,False,False,False,False,True,False,Yes,1,1,1,1,4,Yes,Often (monthly),Sometimes (every 2-3 months),31-40 years old,Female,Rural
5676073085829120,2017-02-13 02:41:41.15739 UTC,Food and Drinks,new,False,"919,970",1776.964965848293,False,False,True,False,False,False,False,False,False,False,No,2,2,1,1,1,Yes,Often (monthly),Rarely (less than twice a year),31-40 years old,Female,Rural
5681034041491456,2017-02-18 05:35:17.62692 UTC,TV Shows,new,True,"1600,822",2489.096406577466,False,False,False,False,False,False,False,False,True,False,Yes,1,1,5,1,1,Yes,Very often (weekly),Very often (weekly),31-40 years old,Female,Urban
5682617542246400,2017-02-13 02:40:09.23595 UTC,Air Travel,new,False,"1366,638",1767.66231389834,True,False,True,False,False,False,False,False,True,False,No,3,2,5,1,3,Yes,Very often (weekly),Very often (weekly),31-40 years old,Female,Rural
5688424874901504,2017-02-18 16:53:43.79555 UTC,TV Shows,old,True,"1920,946",4111.472846257547,False,False,False,False,False,False,False,False,True,False,Yes,1,1,1,1,1,Yes,Often (monthly),Very often (weekly),40+ years old,Male,Urban
5691726094139392,2017-02-16 15:11:49.85403 UTC,TV Shows,new,False,"856,651",2552.1107172150637,True,False,True,False,False,False,False,False,True,False,Yes,2,2,3,3,3,Yes,Rarely (less than twice a year),Often (monthly),18-24 years old,Female,Rural
5692462144159744,2017-02-13 03:38:10.41522 UTC,TV Shows,new,True,"1366,662",940.8717489218498,False,False,True,False,False,False,False,False,True,False,Yes,4,3,2,2,4,Yes,Sometimes (every 2-3 months),Sometimes (every 2-3 months),31-40 years old,Male,Urban
5695159920492544,2017-02-18 08:19:16.45123 UTC,Food and Drinks,new,False,"1600,794",1441.7049208722065,False,False,True,False,False,False,False,False,True,False,Yes,3,4,3,3,4,Yes,Often (monthly),Very often (weekly),31-40 years old,Female,Rural
5697423099822080,2017-02-13 03:28:09.79284 UTC,TV Shows,new,False,"1536,735",2021.9647077269724,False,False,True,False,False,False,False,False,True,False,Yes,1,1,1,1,1,Yes,Never,Sometimes (every 2-3 months),40+ years old,Female,Urban
5701241594183680,2017-02-18 22:16:07.63973 UTC,Air Travel,old,False,"1920,943",997.4479635625182,True,False,True,False,False,False,False,False,False,False,Yes,3,3,1,2,3,Yes,Sometimes (every 2-3 months),Very often (weekly),40+ years old,Female,Urban
5704147139559424,2017-02-18 14:15:25.31956 UTC,TV Shows,new,True,"1366,659",3551.3436041704113,True,False,True,False,False,False,False,False,True,False,No,5,2,4,5,4,Yes,Sometimes (every 2-3 months),Often (monthly),40+ years old,Male,Rural
5705241014042624,2017-02-13 02:54:34.77147 UTC,Food and Drinks,old,True,"905,624",2393.5161306764203,True,False,True,False,False,False,False,False,True,False,Yes,3,2,3,1,2,Yes,Very often (weekly),Often (monthly),18-24 years old,Male,Rural
5707702298738688,2017-02-15 23:59:47.22488 UTC,Food and Drinks,old,True,"1220,676",2158.850437018963,False,False,True,False,False,False,False,False,True,False,Yes,3,2,1,3,3,Yes,Never,Often (monthly),18-24 years old,Female,Rural
5709436928655360,2017-02-17 18:20:49.29751 UTC,TV Shows,new,True,"1280,899",2737.2725194164454,False,False,False,False,False,False,False,False,True,False,No,3,2,2,1,3,Yes,Rarely (less than twice a year),Often (monthly),40+ years old,Female,Urban
5715999101812736,2017-02-13 02:40:09.19572 UTC,Food and Drinks,new,False,"1920,935",2815.5607113329515,True,False,True,False,False,False,False,False,True,False,No,3,3,4,3,1,Yes,Rarely (less than twice a year),Very often (weekly),31-40 years old,Male,Urban
5719238044024832,2017-02-14 05:08:22.77881 UTC,Air Travel,old,False,"1366,672",4725.016817280434,True,False,False,False,False,False,False,False,False,False,Yes,2,3,4,4,4,Yes,Sometimes (every 2-3 months),Rarely (less than twice a year),25-30 years old,Male,Urban
5720147234914304,2017-02-18 00:45:40.85425 UTC,TV Shows,new,False,"1920,964",3393.387485981559,False,False,True,False,False,False,False,False,True,False,No,3,2,3,2,3,Yes,Often (monthly),Often (monthly),18-24 years old,Female,Rural
5720929187397632,2017-02-17 15:35:22.81727 UTC,Food and Drinks,new,False,"1366,630",3342.6232804398524,False,False,True,False,False,False,False,False,False,False,Yes,3,2,2,5,3,Yes,Never,Rarely (less than twice a year),31-40 years old,Female,Rural
5722646637445120,2017-02-13 02:35:45.6258 UTC,Air Travel,old,True,"1536,736",3349.2273809933404,True,False,True,False,False,False,False,False,False,False,Yes,1,4,3,1,5,Yes,Sometimes (every 2-3 months),Very often (weekly),25-30 years old,Female,Urban
5723348596162560,2017-02-15 23:07:37.93678 UTC,TV Shows,new,False,"1278,683",2928.209679019334,True,False,True,False,False,False,False,False,True,False,No,1,2,3,1,2,Yes,Often (monthly),Often (monthly),31-40 years old,Male,Urban
5727389891952640,2017-02-18 21:15:51.79632 UTC,TV Shows,new,False,"1600,770",1732.9362069213378,False,False,True,False,False,False,False,False,True,False,No,3,2,1,3,1,Yes,Very often (weekly),Very often (weekly),31-40 years old,Female,Urban
5730827476402176,2017-02-16 03:31:21.29692 UTC,Food and Drinks,new,False,"1366,676",1310.3590518481706,False,False,True,False,False,False,False,False,False,False,No,4,3,2,2,3,Yes,Never,Rarely (less than twice a year),31-40 years old,Female,Rural
5732568548769792,2017-02-13 02:42:52.81378 UTC,Food and Drinks,new,True,"919,970",670.0072089270675,False,False,True,False,False,False,False,False,False,False,Yes,1,1,1,1,1,Yes,Very often (weekly),Very often (weekly),25-30 years old,Male,Urban
5734055144325120,2017-02-17 15:56:39.3449 UTC,Food and Drinks,old,True,"1236,717",1237.8002102408327,True,False,True,False,False,False,False,False,True,False,No,3,3,2,1,3,Yes,Sometimes (every 2-3 months),Sometimes (every 2-3 months),25-30 years old,Female,Rural
5739407210446848,2017-02-13 02:49:07.24208 UTC,Air Travel,new,False,"1600,723",1048.9313830462888,True,False,True,False,False,False,False,False,True,False,No,3,3,4,3,3,Yes,Often (monthly),Very often (weekly),31-40 years old,Male,Urban
5747610597982208,2017-02-18 05:58:08.8995 UTC,Air Travel,old,False,"1280,591",2115.163382377391,True,False,True,False,False,False,False,False,False,False,No,4,2,2,2,3,Yes,Often (monthly),Often (monthly),18-24 years old,Female,Urban
5749328048029696,2017-02-13 03:11:43.9097 UTC,TV Shows,old,True,"1600,783",2376.071280871673,True,False,True,False,False,False,False,False,True,False,What is ad blocking software?,1,3,2,1,3,Yes,Sometimes (every 2-3 months),Often (monthly),40+ years old,Female,Urban
5750790484393984,2017-02-15 19:07:02.96746 UTC,Air Travel,new,False,"1366,638",2915.7960074257994,True,False,True,False,False,False,False,False,True,False,No,1,1,3,1,1,No,Never,Very often (weekly),40+ years old,Female,Rural
5754258133614592,2017-02-18 23:22:04.35596 UTC,Food and Drinks,new,False,"1280,703",2400.3386683251542,True,False,True,False,False,False,False,False,False,False,No,1,1,3,1,3,Yes,Rarely (less than twice a year),Often (monthly),31-40 years old,Male,Urban
5755685136498688,2017-02-17 02:40:02.17078 UTC,Food and Drinks,new,True,"1366,638",6202.519626035025,True,False,True,False,False,False,False,False,True,False,No,3,3,4,4,1,Yes,Rarely (less than twice a year),Sometimes (every 2-3 months),18-24 years old,Female,Urban
5759409141579776,2017-02-18 14:37:07.25867 UTC,Air Travel,new,True,"1366,700",12339.68285294076,True,False,True,False,False,False,False,False,True,False,Yes,5,3,4,3,3,No,Never,Often (monthly),40+ years old,Male,Urban
5760820306771968,2017-02-13 02:48:34.56727 UTC,Air Travel,new,True,"1366,638",4669.972208973654,True,False,True,False,False,False,False,False,True,False,Yes,3,2,3,3,4,Yes,Sometimes (every 2-3 months),Often (monthly),25-30 years old,Male,Urban
5762637883244544,2017-02-18 19:53:49.31459 UTC,Food and Drinks,new,True,"1366,662",3485.7519781920796,True,False,True,False,False,False,False,False,True,False,Yes,1,2,3,1,3,Yes,Rarely (less than twice a year),Often (monthly),25-30 years old,Female,Rural
5767281011326976,2017-02-18 15:50:07.1963 UTC,TV Shows,new,False,"1920,963",2355.515744665277,True,False,True,False,False,False,False,False,True,False,No,1,2,2,1,2,Yes,Never,Sometimes (every 2-3 months),31-40 years old,Male,Rural
5769015641243648,2017-02-13 05:59:10.63233 UTC,TV Shows,new,True,"684,332",0.0,False,False,True,False,False,False,False,False,True,False,Yes,3,3,4,1,1,Yes,Often (monthly),Very often (weekly),25-30 years old,Male,Rural
5769928858664960,2017-02-17 16:45:53.93159 UTC,Food and Drinks,old,True,"1280,891",4845.952616388384,True,False,True,False,False,False,False,False,True,False,No,1,2,1,1,1,Yes,Rarely (less than twice a year),Sometimes (every 2-3 months),31-40 years old,Male,Urban
5775210057826304,2017-02-13 21:08:58.58043 UTC,Food and Drinks,old,True,"1440,700",2409.2273006235882,True,False,True,False,False,False,False,False,False,False,No,1,1,4,1,5,Yes,Rarely (less than twice a year),Often (monthly),25-30 years old,Male,Urban
5780183093084160,2017-02-15 13:34:21.47057 UTC,Food and Drinks,old,True,"2133,1081",586.043344289908,False,False,True,False,False,False,False,False,False,False,Yes,1,1,1,1,2,Yes,Sometimes (every 2-3 months),Often (monthly),31-40 years old,Male,Rural
5804986260783104,2017-02-17 19:57:38.24204 UTC,TV Shows,old,False,"600,770",0.0,False,False,True,False,False,False,False,False,True,False,What is ad blocking software?,5,3,3,4,3,Yes,Often (monthly),Sometimes (every 2-3 months),31-40 years old,Female,Rural
5870819519496192,2017-02-14 15:14:04.79219 UTC,Air Travel,new,False,"1406,686",5986.969747129387,True,False,True,False,False,False,False,False,True,False,No,1,3,3,1,3,Yes,Sometimes (every 2-3 months),Often (monthly),40+ years old,Female,Rural
5910974510923776,2017-02-13 21:10:55.91457 UTC,Air Travel,old,True,"1080,499",3577.8127931177182,True,False,True,False,False,False,False,False,True,False,What is ad blocking software?,3,2,1,1,3,Yes,Sometimes (every 2-3 months),Often (monthly),25-30 years old,Male,Urban
5915947546181632,2017-02-13 11:41:48.71451 UTC,Food and Drinks,old,False,"768,904",0.0,True,False,True,False,False,False,False,False,True,False,No,3,3,3,4,5,Yes,Sometimes (every 2-3 months),Sometimes (every 2-3 months),18-24 years old,Female,Urban
5920920581439488,2017-02-13 13:28:07.50694 UTC,TV Shows,new,False,"1360,610",118.04860527130653,False,False,False,False,False,False,False,False,True,False,Yes,1,1,1,1,1,Yes,Never,Sometimes (every 2-3 months),25-30 years old,Male,Urban
5925881537101824,2017-02-13 15:56:25.50611 UTC,Food and Drinks,new,True,"1254,674",856.2256131862705,False,False,True,False,False,False,False,False,False,False,No,4,3,3,3,4,Yes,Rarely (less than twice a year),Often (monthly),40+ years old,Male,Urban
5930866651955200,2017-02-13 13:08:34.54273 UTC,Air Travel,new,False,"360,559",0.0,True,False,True,False,False,False,False,False,True,False,No,5,5,5,4,5,Yes,Often (monthly),Often (monthly),40+ years old,Male,Urban
5935788952911872,2017-02-14 14:53:46.78175 UTC,Food and Drinks,old,True,"1920,974",2035.696591775739,False,False,True,False,False,False,False,False,True,False,Yes,1,3,5,1,3,Yes,Very often (weekly),Often (monthly),40+ years old,Female,Urban
5937533514940416,2017-02-14 14:46:20.84135 UTC,Food and Drinks,new,False,"843,599",2619.0169279196566,False,False,True,False,False,False,False,False,True,False,Yes,1,3,1,1,1,Yes,Never,Often (monthly),40+ years old,Male,Urban
5940788563279872,2017-02-13 15:27:31.46801 UTC,Food and Drinks,new,True,"1366,638",3869.144622939922,True,False,True,False,False,False,False,False,False,False,No,1,3,3,1,3,Yes,Often (monthly),Very often (weekly),25-30 years old,Male,Urban
5945723749138432,2017-02-14 03:23:52.89748 UTC,Air Travel,new,False,"1240,648",1403.0104867638381,True,False,True,False,False,False,False,False,False,False,No,5,4,3,3,4,Yes,Sometimes (every 2-3 months),Often (monthly),31-40 years old,Male,Urban
5954224294723584,2017-02-13 16:06:44.87692 UTC,Food and Drinks,new,True,"1280,542",10477.647861343808,True,False,True,False,False,False,False,False,True,False,No,3,2,1,2,4,Yes,Very often (weekly),Very often (weekly),31-40 years old,Male,Urban
5964092518957056,2017-02-14 02:54:05.78779 UTC,Food and Drinks,new,False,"1083,720",2468.4172396479266,True,False,True,False,False,False,False,False,True,False,No,4,2,3,3,3,Yes,Sometimes (every 2-3 months),Often (monthly),31-40 years old,Female,Urban
5973937120870400,2017-02-13 16:37:26.15002 UTC,Air Travel,new,True,"768,960",0.0,False,False,False,False,False,True,False,False,False,False,No,3,3,5,3,3,Yes,Sometimes (every 2-3 months),Very often (weekly),40+ years old,Female,Urban
5978898076532736,2017-02-13 22:32:16.7961 UTC,TV Shows,new,False,"1920,950",3181.8182211637536,False,False,False,False,False,True,False,False,False,False,Yes,1,1,1,1,1,Yes,Rarely (less than twice a year),Often (monthly),25-30 years old,Male,Urban
5981780804894720,2017-02-14 15:45:03.82782 UTC,TV Shows,old,True,"1024,638",4488.609137911527,True,False,True,False,False,False,False,False,True,False,No,1,1,3,1,3,Yes,Often (monthly),Often (monthly),31-40 years old,Male,Urban
5986715990753280,2017-02-14 07:23:18.86942 UTC,Air Travel,new,False,"1680,869",3577.549443046041,True,False,True,False,False,False,False,False,False,False,Yes,1,3,2,1,1,Yes,Sometimes (every 2-3 months),Often (monthly),25-30 years old,Male,Urban
5995637980004352,2017-02-14 00:41:01.8927 UTC,TV Shows,new,False,"1280,566",2814.8106775474203,True,False,True,False,False,False,False,False,True,False,No,3,3,3,2,3,Yes,Often (monthly),Very often (weekly),31-40 years old,Male,Urban
6004121614155776,2017-02-15 03:10:19.48426 UTC,TV Shows,new,True,"1177,686",380.68049928158626,True,False,True,False,False,False,False,False,True,False,Yes,3,2,2,3,3,Yes,Never,Often (monthly),18-24 years old,Female,Urban
6011557007851520,2017-02-13 12:30:32.14835 UTC,Air Travel,old,True,"1366,630",1632.53174806969,True,False,True,False,False,False,False,False,False,False,No,2,2,3,1,3,Yes,Rarely (less than twice a year),Often (monthly),25-30 years old,Female,Rural
6014043525480448,2017-02-13 19:43:16.57487 UTC,Air Travel,new,False,"1920,949",0.0,True,False,True,False,False,False,False,False,False,False,Yes,1,3,1,2,1,Yes,Never,Very often (weekly),25-30 years old,Male,Urban
6020882187157504,2017-02-13 21:04:09.76742 UTC,TV Shows,new,True,"1094,699",1983.6403856926843,False,False,False,False,False,False,False,False,True,False,No,5,3,4,5,5,Yes,Often (monthly),Very often (weekly),18-24 years old,Other,Rural
6024271184789504,2017-02-16 15:18:27.24868 UTC,TV Shows,new,False,"1299,618",2778.32098477605,True,False,False,False,False,False,False,False,True,False,No,3,3,4,3,3,Yes,Often (monthly),Often (monthly),25-30 years old,Male,Rural
6042295283482624,2017-02-14 09:01:46.20485 UTC,Food and Drinks,new,True,"1366,631",8628.288836315398,False,False,True,False,False,False,False,False,False,False,No,1,3,3,1,3,No,Never,Often (monthly),40+ years old,Male,Rural
6056685034536960,2017-02-15 04:21:31.57352 UTC,Food and Drinks,new,True,"1435,776",1367.8881986662698,True,False,True,False,False,False,False,False,True,False,Yes,1,1,2,3,3,Yes,Often (monthly),Often (monthly),25-30 years old,Female,Urban
6152294496206848,2017-02-15 19:33:15.07151 UTC,TV Shows,new,True,"1117,698",3368.8808376612556,False,False,True,False,False,False,False,False,True,False,Yes,3,4,2,3,5,Yes,Often (monthly),Sometimes (every 2-3 months),31-40 years old,Male,Rural
6192449487634432,2017-02-13 18:57:12.09424 UTC,Air Travel,new,True,"1920,971",5461.677670091241,True,False,True,False,False,False,False,False,True,False,No,3,3,2,1,5,Yes,Rarely (less than twice a year),Very often (weekly),40+ years old,Male,Urban
6194936005263360,2017-02-13 19:47:14.83356 UTC,Air Travel,old,False,"1536,759",2962.4031885918093,True,False,True,False,False,False,False,False,True,False,No,3,1,1,1,3,Yes,Rarely (less than twice a year),Often (monthly),25-30 years old,Male,Urban
6197422522892288,2017-02-13 04:22:33.69925 UTC,Air Travel,new,True,"1600,766",2835.940632415209,True,False,True,False,False,False,False,False,True,False,No,3,2,4,3,3,Yes,Often (monthly),Very often (weekly),31-40 years old,Female,Urban
6202395558150144,2017-02-13 03:48:43.04455 UTC,TV Shows,new,True,"1366,657",2847.3936813733953,True,False,True,False,False,False,False,False,True,False,No,5,5,3,2,2,Yes,Rarely (less than twice a year),Often (monthly),40+ years old,Female,Urban
6205504040730624,2017-02-14 08:25:01.19188 UTC,TV Shows,old,False,"1536,702",4202.777951258222,False,False,False,False,False,False,False,False,True,False,Yes,1,2,1,1,1,No,Never,Very often (weekly),40+ years old,Female,Urban
6207356513812480,2017-02-13 04:30:10.00631 UTC,Food and Drinks,old,True,"1366,643",885.0810589717104,False,False,True,False,False,False,False,False,False,False,No,3,3,4,4,5,Yes,Often (monthly),Rarely (less than twice a year),25-30 years old,Female,Rural
6212341628665856,2017-02-13 03:34:25.46732 UTC,TV Shows,old,True,"1205,640",2233.5984353204603,True,False,True,False,False,False,False,False,True,False,Yes,2,2,3,2,3,Yes,Rarely (less than twice a year),Very often (weekly),18-24 years old,Male,Urban
6214074379534336,2017-02-16 14:15:11.89096 UTC,Food and Drinks,new,False,"1366,657",6818.665170209615,False,False,True,False,False,False,False,False,False,False,Yes,1,1,1,1,1,Yes,Rarely (less than twice a year),Often (monthly),40+ years old,Female,Rural
6217263929622528,2017-02-13 20:09:52.61255 UTC,Food and Drinks,old,True,"1536,747",1296.5929086381045,True,False,True,False,False,False,False,False,False,False,What is ad blocking software?,1,3,2,1,2,Yes,Often (monthly),Often (monthly),25-30 years old,Female,Urban
6219008491651072,2017-02-13 12:53:37.12948 UTC,Air Travel,new,False,"1940,1034",13877.36353299536,True,False,True,False,False,False,False,False,True,False,No,1,1,1,1,3,Yes,Often (monthly),Often (monthly),31-40 years old,Male,Urban
6222263539990528,2017-02-13 04:10:24.67009 UTC,TV Shows,new,False,"1920,1012",6556.107379876966,False,False,False,False,False,False,False,False,True,False,No,5,3,2,1,3,Yes,Often (monthly),Very often (weekly),31-40 years old,Male,Urban
6235699271434240,2017-02-13 11:56:42.70802 UTC,Food and Drinks,new,False,"1158,917",2435.5255473500556,False,False,True,False,False,False,False,False,True,False,Yes,3,2,3,4,2,Yes,Rarely (less than twice a year),Never,25-30 years old,Male,Urban
6239023039250432,2017-02-13 03:44:30.45549 UTC,Food and Drinks,new,False,"1280,694",1501.965712492417,False,False,True,False,False,False,False,False,False,False,Yes,3,3,5,5,5,No,Never,Often (monthly),31-40 years old,Female,Rural
6245567495667712,2017-02-13 23:56:09.97376 UTC,TV Shows,new,False,"1188,634",3313.1087676247766,True,False,True,False,False,False,False,False,True,False,Yes,1,3,4,1,3,Yes,Sometimes (every 2-3 months),Often (monthly),25-30 years old,Male,Urban
6255412097581056,2017-02-13 04:55:10.36208 UTC,TV Shows,new,True,"601,892",240.8318915758459,False,False,False,False,False,False,False,False,True,False,No,3,3,3,3,3,Yes,Sometimes (every 2-3 months),Rarely (less than twice a year),31-40 years old,Female,Urban
6260373053243392,2017-02-13 20:37:48.74832 UTC,Air Travel,new,False,"1220,587",0.0,True,False,True,False,False,False,False,False,True,False,Yes,3,2,3,2,2,Yes,Often (monthly),Very often (weekly),25-30 years old,Female,Urban
6263255781605376,2017-02-13 03:27:29.08107 UTC,TV Shows,new,True,"1366,662",7597.79216410993,True,False,True,False,False,False,False,False,True,False,Yes,3,3,2,1,3,Yes,Often (monthly),Sometimes (every 2-3 months),25-30 years old,Female,Rural
6268190967463936,2017-02-13 07:16:04.75894 UTC,TV Shows,new,True,"1183,651",515.5371850040744,False,False,True,False,False,False,False,False,True,False,Yes,5,3,2,3,3,Yes,Sometimes (every 2-3 months),Often (monthly),40+ years old,Male,Rural
6277112956715008,2017-02-13 18:47:02.52169 UTC,TV Shows,old,True,"1366,638",3821.896263459975,True,False,True,False,False,False,False,False,True,False,No,5,2,5,3,2,Yes,Rarely (less than twice a year),Very often (weekly),31-40 years old,Female,Urban
6278949055234048,2017-02-13 21:57:09.71982 UTC,TV Shows,old,False,"1031,658",3200.1586885655574,True,False,True,False,False,False,False,False,True,False,No,3,3,2,1,2,Yes,Often (monthly),Very often (weekly),25-30 years old,Female,Urban
6293031984562176,2017-02-13 03:23:13.46107 UTC,Food and Drinks,old,True,"1366,662",1349.4174227912663,True,False,True,False,False,False,False,False,True,False,Yes,1,2,3,1,2,Yes,Rarely (less than twice a year),Often (monthly),31-40 years old,Female,Urban
6305746161500160,2017-02-15 18:31:04.50864 UTC,TV Shows,new,False,"1366,648",5853.341143170333,False,False,True,False,False,False,False,False,True,False,No,1,3,2,1,4,Yes,Often (monthly),Very often (weekly),31-40 years old,Female,Urban
6312278001451008,2017-02-13 21:36:32.08364 UTC,TV Shows,new,True,"360,512",225.21101216414795,False,False,False,False,False,False,False,False,True,False,Yes,1,3,1,1,3,Yes,Often (monthly),Very often (weekly),25-30 years old,Male,Urban
6313740437815296,2017-02-15 22:12:13.97314 UTC,Food and Drinks,new,True,"1280,885",1513.5360420984414,False,False,True,False,False,False,False,False,False,False,No,1,3,1,1,3,Yes,Never,Often (monthly),40+ years old,Female,Urban
6323770260193280,2017-02-13 04:01:30.76657 UTC,Food and Drinks,new,True,"1366,638",3862.8559175084592,False,False,True,False,False,False,False,False,True,False,No,1,2,1,1,1,Yes,Very often (weekly),Very often (weekly),25-30 years old,Female,Urban
6331965594664960,2017-02-13 19:41:10.69622 UTC,Air Travel,old,False,"1280,615",4467.592510154467,True,False,True,False,False,False,False,False,True,False,Yes,3,3,2,2,2,Yes,Often (monthly),Very often (weekly),25-30 years old,Female,Urban
6332878812086272,2017-02-18 02:23:23.33067 UTC,Air Travel,new,False,"1165,624",1474.695305414258,True,False,True,False,False,False,False,False,True,False,Yes,3,3,1,3,3,Yes,Often (monthly),Often (monthly),25-30 years old,Female,Rural
6433769472917504,2017-02-15 08:31:31.00683 UTC,Food and Drinks,old,False,"1487,686",2417.3058353950764,True,False,True,False,False,False,False,False,True,False,No,2,3,4,2,3,Yes,Sometimes (every 2-3 months),Often (monthly),31-40 years old,Male,Urban
6478897499602944,2017-02-13 12:50:04.52013 UTC,TV Shows,new,True,"1024,662",8748.974664746249,True,False,True,False,False,False,False,False,True,False,No,3,3,4,4,2,Yes,Often (monthly),Often (monthly),31-40 years old,Male,Urban
6493816605376512,2017-02-13 21:25:21.07783 UTC,Air Travel,new,False,"1418,742",2559.6252667336125,True,False,True,False,False,False,False,False,True,False,Yes,2,3,1,1,3,Yes,Very often (weekly),Sometimes (every 2-3 months),25-30 years old,Female,Urban
6517174248144896,2017-02-13 20:19:42.48067 UTC,TV Shows,new,True,"1366,638",2996.0201012058,True,False,True,False,False,False,False,False,True,False,Yes,1,2,3,1,4,Yes,Rarely (less than twice a year),Sometimes (every 2-3 months),25-30 years old,Male,Urban
6520498015961088,2017-02-13 23:50:12.96824 UTC,Air Travel,old,True,"1600,746",1509.88329680059,True,False,False,False,False,False,False,False,False,False,Yes,3,2,4,3,2,Yes,Never,Sometimes (every 2-3 months),25-30 years old,Female,Urban
6544730758316032,2017-02-15 03:35:28.47079 UTC,Food and Drinks,new,True,"1366,608",2229.091343401105,True,False,True,False,False,False,False,False,True,False,No,1,2,4,1,2,Yes,Rarely (less than twice a year),Rarely (less than twice a year),40+ years old,Male,Urban
6558587933425664,2017-02-14 03:55:06.09985 UTC,Food and Drinks,new,False,"1366,702",2877.706440439475,True,False,True,False,False,False,False,False,True,False,No,4,4,3,5,4,Yes,Rarely (less than twice a year),Rarely (less than twice a year),31-40 years old,Female,Rural
6574506961272832,2017-02-13 23:19:39.39249 UTC,TV Shows,new,True,"1920,930",1891.6073910067594,False,False,False,False,False,False,False,False,True,False,No,1,2,1,1,5,Yes,Rarely (less than twice a year),Often (monthly),31-40 years old,Male,Urban
6583832140578816,2017-02-15 06:32:03.47604 UTC,TV Shows,old,False,"1366,638",718.2991369087537,True,False,True,False,False,False,False,False,True,False,Yes,1,3,2,1,2,Yes,Rarely (less than twice a year),Very often (weekly),25-30 years old,Female,Urban
6587221138210816,2017-02-17 17:26:00.52086 UTC,TV Shows,old,False,"1366,622",4382.851226422093,False,False,True,False,False,False,False,False,True,False,No,2,3,2,2,3,Yes,Often (monthly),Sometimes (every 2-3 months),25-30 years old,Male,Urban
